,class,text
6062,sarc,"['yup', 'get', 'drift', 'youre', 'the', 'sort', 'denial', 'feels', 'about', 'gays', ';', 'equating', 'tolerance', 'gays', 'tolerance', 'for', 'murderers', 'pretending', 'youre', 'something', 'else', 'i', 'know', 'how', 'think', 'thanks']"
6063,sarc,"['find', 'amusing', 'website', 'posted', 'leaves', 'rather', 'important', 'details', 'the', 'stories', 'it', 'cites', 'http', ':', 'enwikipediaorgwikidelugemythology', 'the', 'ojibwe', 'massive', 'distortion', 'ojibway', 'flood', 'myth', 'huh', 'i', 'do', 'like', 'site', 'religious', 'sources', 'doesnt', 'cite', 'actual', 'anthropology', 'sources', 'the', 'secular', 'sources', 'do', 'match', 'the', 'stories', 'flood', 'stories', 'from', 'around', 'the', 'world']"
6064,sarc,"['law', 'didnt', 'specifically', 'mention', 'gays', 'dwarfs', 'or', 'one-eyed', 'pirates', 'or', '6', 'toed', 'individuals', 'emoticonxrolleyes']"
6065,sarc,"['very', 'good', 'pretending', 'apponent', 'says', 'invisible', 'your', 'repetition', 'fatuous', 'inanity', 'always', 'phrased', 'as', 'evasive', 'rhetorical', 'questions', 'instead', 'of', 'honest', 'declarations', 'of', 'opinion', 'is', 'nothing', 'repetition', 'of', 'the', 'objection', 'demolished', 'the', 'very', 'post', 'you', 'are', 'quoting', 'heres', 'another', 'flash', 'socrates', 'the', 'fact', 'that', 'organisms', 'die', 'number', 'of', 'reasons', 'sooner', 'some', 'of', 'relatives', 'explains', 'exactly', 'nothing', 'the', 'insinuation', 'that', 'survival', 'differential', 'some', 'universal', 'as', 'opposed', 'local', 'efficient', 'cause', 'is', 'pure', 'fecal', 'matter', 'and', 'thats', 'youve', 'got', 'wiseguy', 'a', 'simple', 'fact', 'of', 'life', 'and', 'insinuated', 'cause', 'and', 'you', 'think', 'add', 'to', 'evolution', 'breathtakingly', 'simple-minded', 'assumption', 'fella']"
6066,sarc,"['must', 'agree', 'sarge', 'homophonecould', 'mrobama', 'appears', 'stand', 'tall', 'viewemoticonxcensored']"
6067,sarc,"['id', 'lo9ve', 'test', 'hypothesis', 'sometime', 'dropping', 'democrats', 'a', 'pack', 'wolves', 'seeing', 'survives', 'emoticonxsmilie']"
6068,sarc,"['thats', 'far', 'heterosexuals', 'take', 'racist', 'heterophobic', 'serious', 'tries', 'tell', 'using', 'certain', 'words', 'mean', 'that', 'a', 'heterosexual', 'man', 'abuser', 'misogynist', 'said', 'expertise', 'are', 'firmly', 'side', 'as', 'your', 'nonsense', 'univ', 'houston', 'i', 'simply', 'not', 'believe', 'the', 'manner', 'a', 'school', 'teacher', 'the', 'wit', 'of', 'railway', 'clerk']"
6069,sarc,"['evidence', 'major', 'links', 'the', '``', 'story', ""''"", 'eh', 'okay', 'define', '``', 'major', 'links', ""''"", 'then', 'look', 'the', 'evidence']"
6070,sarc,"['youre', 'living', 'absolute', 'naive', 'dream', 'world', 'guy', 'think', 'i', 'trying', 'sell', 'beachfront', 'property']"
6071,sarc,"['blind', 'refering', 'nancy', 'pelosis', '``', 'fair', 'speech', ""''"", 'policies', 'free', 'speech', 'fair', 'speech', 'attempt', 'to', 'limit', 'free', 'speech']"
6072,sarc,"['based', 'irrational', 'rants', 'definitely', 'sockpuppet', 'you', 'proclaimed', 'the', 'post']"
6073,sarc,"['never', 'bought', 'something', 'you', 'liked', 'you', 'never', 'went', 'somewhere', 'someone', 'you', 'liked', 'went', 'meet']"
6074,sarc,"['said', 'person', 'boobs', 'danging', 'avatar', 'the', 'crazy', 'thing', 'gay', 'rights', 'considered', 'debate', 'fodder']"
6075,sarc,"['yep', '``', 'mixed', 'views', ""''"", 'slanted', 'way', 'left', 'center', 'good', 'offense', 'always', 'beats', 'a', 'good', 'defense', ':', 'guess', 'are', 'mature', 'old', 'you', 'of', 'high', 'school', 'yet']"
6076,sarc,"['whatever', 'emoticonxrolleyes', 'think', 'youre', 'making', 'mountain', 'a', 'molehill', 'thats']"
6077,sarc,"['congrats', 'you', 'hear', 'bailout']"
6078,sarc,"['clue', ':', 'sentence', 'five', 'letters', 'beginning', 'ending', '``', ""''"", 'need', 'interpretive', 'assistance', 'dont', 'bother', 'with', 'sarge', 'shes', 'waiting', 'original', 'thought']"
6079,sarc,"['pretty', 'graph', 'supposed', 'convince', 'universe', 'cant', 'understood', 'perhaps', 'was', 'to', 'intuitively', 'understand', 'that', 'youre', 'right', ':', 'p']"
6080,sarc,"['obsession', 'ez', 'youre', 'obviously', 'obsessed', 'gays', 'gay', 'sex', 'posts', 'say', 'lot']"
6081,sarc,"['see', 'god', 'like', 'abusive', 'parent', '``', 'i', 'love', 'i', 'say', 'im', 'going', 'give', 'you', 'reason', ""''"", '<', 'slap', '>', '``', 'i', 'still', 'love', 'you', ""''"", 'what', 'a', 'temper', 'god', 'maybe', 'needs', 'anger', 'management']"
6082,sarc,"['mean', 'pseudo-science', 'faith-based', 'science', 'youd', 'xxxxx', 'to', 'dismiss', 'science', 'done', 'of', 'hand']"
6083,sarc,"['looks', 'like', 'mucusaur', 'along', 'entire', 'thread', 'bots', 'im', 'sure', 'mucusaur', 'honest', ';']"
6084,sarc,"['liberals', 'squawking', 'funding', 'atheist', 'groups', 'homosexuals', 'dont', 'deserve', 'equality', 'liberals', 'are', 'pro-terrorism', 'goodness', 'even', 'backtracking', 'digs', 'hole', 'deeper', 'just', 'cant', 'help']"
6085,sarc,"['actual', 'difference', 'guns', 'real', 'assault', 'weapon', 'see', 'video', 'soooooooo', 'saying']"
6086,sarc,"['catholics', 'ever', 'elect', 'somebody', 'complete', 'knob', 'speaks', 'like', 'he', 'knows', 'something', 'gay', 'relationships', 'emoticonxrolleyes']"
6087,sarc,"['simone', 'baby', 'ill', 'see', 'sanford', 'raise', 'mark', 'spitzer', 'john', 'edwards', 'jim', 'mcgreevey', 'and', 'course', 'king', 'of', 'sleeze', 'der', 'slickmeister', 'willie']"
6088,sarc,"['could', 'probably', 'use', 'since', 'likelihood', 'you', 'know', 'absolutely', 'nothing', 'it']"
6089,sarc,"['often', 'see', 'golden', 'opportunity', 'handed', 'you', 'a', 'silver', 'platter']"
6090,sarc,"['could', 'liberal', 'aliens', 'well', 'oooh', 'make', 'gay', 'illegal', 'immigrants', 'like', 'slant', 'maybe', 'talking', '``', 'terrorizing', ""''"", 'people', 'fashion', 'sense', 'maybe', '``', 'terrorist', ""''"", 'comment', 'wasnt', 'even', 'with', 'regards', 'anything', 'palin', 'said', 'either', 'maybe', 'one', 'the', 'guys', 'thought', 'he', 'saw', 'osama', 'bin', 'laden', 'the', 'audience', 'dont', 'know', 'emoticonxdonno']"
6091,sarc,"['well', 'going', 'cherry', 'pick', 'homosexuals', 'given', 'us', 'huge', 'rise', 'hiv', 'liberace', ':']"
6092,sarc,"['indonesia', 'dear', 'read', 'xxxx', 'marks', 'thought', 'he', 'was', 'old', 'as', 'devil']"
6093,sarc,"['thats', 'whats', 'known', 'around', 'lie', 'wish', 'capable', 'feeling', 'ashamed', 'of']"
6094,sarc,"['well', 'personally', 'tend', 'always', 'question', 'intelligence', 'someone', 'believes', 'that', 'cosmic', 'jewish', 'zombie', 'who', '2000', 'year', 'old', 'space', 'god', 'father', 'make', 'live', 'forever', 'you', 'symbolically', 'eat', 'his', 'flesh', 'telepathically', 'tell', 'you', 'accept', 'him', 'master', 'can', 'remove', 'evil', 'force', 'your', 'soul', 'that', 'present', 'humanity', 'a', 'rib-woman', 'was', 'convinced', 'a', 'talking', 'snake', 'to', 'eat', 'from', 'a', 'magical', 'tree']"
6095,sarc,"['funny', 'marie', 'troll', 'knowing', 'troll']"
6096,sarc,"['looking', 'opportunity', 'shoot', 'gun', 'control', 'advocate', 'protected', 'prosecution', 'castle', 'laws', 'state', 'happening']"
6097,sarc,"['cheerio', 'thanks', 'examples', 'yes', 'perfect', 'examples', 'animals', 'creating', '``', 'unnatural', ""''"", 'things-', 'happen', 'thinking', 'of', 'beavers', 'and', 'dams', 'hey', 'thats']"
6098,sarc,"['apparently', 'poster', 'justine', 'responded', 'the', '``', 'posts', 'per', 'day', ""''"", 'award', 'months', 'posting', 'since', 'last', 'november', 'say', '``', 'obsessed', ""''"", 'knew', 'you', 'could', ':']"
6099,sarc,"['dont', 'get', 'say', '``', 'hey', 'wan', 'na', 'catholic', ""''"", 'make', 'just', 'you', 'said', 'you', 'wanted', 'to', 'be']"
6100,sarc,"['im', 'sure', 'people', 'know', 'mind', 'of', 'god', 'please', 'you', 'take', 'snippets', 'of', 'scripture', 'and', 'twist', 'well', 'absolute', 'god', 'loves', 'gays', 'and', 'lesbians', 'you', 'fling', 'god', 'way', 'justify', 'slander', 'and', 'bigotry']"
6101,sarc,"['methinks', 'rather', 'obvious', 'mintaka', 'jimirvine', 'rational', 'newbie', 'would', 'come', 'agree', 'irvines', 'ridiculous', 'and', 'juvenile', 'attacksassertions', 'box', 'emoticonxrolleyes']"
6102,sarc,"['well', 'done', 'must', 'expressingoriginal', 'sinemoticonxclown', 'you', 'fancy', 'married', 'woman', 'next', 'door', 'you', 'must', 'therefore', 'be', 'adulterer', 'if', 'you', 'want', 'punch', 'someone', 'you', 'still', 'an', 'aggressor', 'give', 'biscuitemoticonxbouncer', 'a', 'world', 'difference', 'a', 'man', 'wants', 'to', 'sex', 'men', 'but', 'not', 'and', 'another', 'who', 'does', 'have', 'sex', 'with', 'men', 'you', 'may', 'call', 'gay', 'but', 'to', 'do', 'would', 'be', 'to', 'make', 'a', 'small', 'pointjust', 'you', 'are', 'quite', 'obvious', 'was', 'referring', 'to', 'sexually', 'active', 'gays', 'but', 'if', 'it', 'makes', 'you', 'feel', 'better']"
6103,sarc,"['whew', 'thought', 'speed', 'and', 'spread', 'copyrighted', 'forum', 'lets', 'see', 'defend', 'arguments', 'one', 'time', 'i', 'used', 'debate', 'way', 'i', 'since', 'learned', 'would', 'you', 'like', 'to', 'use', 'similar', 'tactics', 'i', 'prepared', 'to', 'nuke', 'you', 'speed', 'and', 'spread']"
6104,sarc,"['still', 'cant', 'understand', 'concept', 'the', 'militia', 'absolutely', 'connection', 'the', 'private', 'ownership', 'firearms', 'you', 'dont', 'get', 'that', 'serving', 'the', 'militia', 'wasnt', 'requirement', 'a', 'person', 'armed', 'youve', 'chickened', 'elaborating', 'the', 'shortcomings', 'of', 'theory', 'because', 'you', 'no', 'answers', 'cluck', 'cluck']"
6105,sarc,"['passing', 'i', 'seen', 'personally', 'i', 'am', 'trying', 'prove', 'anything', 'just', 'sharing', 'observation', 'psfrom', '``', ""''"", 'point', 'view', 'got', 'mouse', 'pocket', 'please', 'explain']"
6106,sarc,"['yeah', 'know', 'happened', 'galileo', 'emoticonxrolleyes']"
6107,sarc,"['shock', 'none', 'anything', 'what', 'wrote']"
6108,sarc,"['lol', 'aye', 'lad', 'youre', 'lucky', 'im', 'berserker', 'mood', 'today']"
6109,sarc,"['yes', 'letting', 'get', 'abortion', 'teach', 'her', 'unprotected', 'sex', '13', 'okay', 'always', 'go', 'dangerous', 'invasive', 'medical', 'procedure', 'fact', 'bet', 'that', 'she', 'gets', 'that', 'abortion', 'shes', 'spreading', 'her', 'legs', 'bleeding', 'even', 'fully', 'stops']"
6110,sarc,"['support', 'gay', 'people', 'efforts', 'im', 'gay', 'look', 'elsewhere', 'date']"
6111,sarc,"['dont', 'see', 'figure', 'you', 'intoxicated', 'chance', 'im', 'trying', 'insult', 'you', 'im', 'serious', 'youre', 'not', 'writing', 'well', 'im', 'not', 'refering', 'to', 'point', 'either']"
6112,sarc,"['wow', 'high', 'christscaryi', 'havent', 'seen', 'addiction', 'close', 'emoticonxrolleyes']"
6113,sarc,"['evidence', 'must', 'brain', 'located']"
6114,sarc,"['simone', 'wretched', 'little', 'girl', 'unitl', 'you', 'properly', 'organize', 'thoughts', 'a', 'comprehensible', 'group', 'statements', 'expresses', 'your', 'views', 'conciesly', 'you', 'must', 'post', 'anywhere', 'a', 'man', 'may', 'run', 'afoul', 'of', 'your', 'devilish', 'whimsical', 'rantings', 'your', 'befuddlement', 'of', 'issues', 'of', 'great', 'import', 'not', 'tolerated', 'make', 'clear', 'young', 'lady', 'your', 'room', 'to', 'contemplate', 'nonsensical', 'mischief', 'and', 'unneccessary', 'consternation', 'we', 'suffered', 'due', 'to', 'your', 'blatant', 'disregard', 'of', 'forums', 'ettiquite', 'emoticonxfrazzled', 'you', 'sound', 'like', 'a', '9', 'year', 'old', 'trying', 'to', 'get', 'a', 'date', 'simone', 'hasd', 'left', 'the', 'building', 'the', 'debate', 'drifted', 'isnt', 'the', 'end', 'of', 'the', 'world', 'the', 'sun', 'will', 'rise', 'tomorrow', 'emoticonxbouncer']"
6115,sarc,"['immune', 'being', 'less', 'prone', 'mean', 'thing', 'doubt', 'become', 'the', 'poet', 'laureate', 'dallas', 'you', 'do', 'not', 'understand', 'words', 'sweetplums', 'you', 'old', 'camp', 'fruit', 'and', 'snivelling', 'bigot', 'are', 'talking', 'daddies', 'an', 'old', 'fruit', 'like', 'you', 'know', 'of', 'daddies', 'i', 'bet', 'hes', 'sure', 'proud', 'of', 'youemoticonxchicken', 'i', 'wouldnt', 'proud', 'of', 'a', 'mincing', 'bigot', 'a', 'sonmust', 'set', 'sights', 'low', 'do', 'white', 'men', 'still', 'leave', 'a', 'bad', 'taste', 'boyfriends', 'mouth', 'sweetplums', 'you', 'are', 'not', 'married']"
6116,sarc,"['dont', 'forget', 'cheaper', 'feed', 'take', 'orders', 'better', 'harder', 'to', 'hit']"
6117,sarc,"['thats', 'good', '-', 'longer', 'believe', 'actions', 'result', 'inevitable', 'deaths', 'killings', 'cruel', 'ones', 'improvement', 'previous', ':']"
6118,sarc,"['short', 'story', 'used', 'snow', 'white', 'you', 'drifted', ';']"
6119,sarc,"['roflyeah', 'right', 'since', 'left', 'wingers', 'seriously', 'see', 'center-rightwhaddayah', 'know']"
6120,sarc,"['oooohhhh', 'mr', 'bible', 'doesnt', 'even', 'know', 'bible', 'horrible', 'matthew', 'paul']"
6121,sarc,"['another', 'red', 'herring', 'gay', 'argument', 'ever', 'hear', 'medical', 'power', 'of', 'attorney', 'dont', 'need', 'marriage', 'one', 'you', 'know', 'emoticonxrolleyes']"
6122,sarc,"['heres', 'fact', 'dont', 'like', ':', 'new', 'york', 'legalized', 'sex', 'marriage', 'awwwis', 'wittle', 'feewings', 'huwt', 'good', 'time', 'you', 'wake', 'to', 'reality', 'that', 'you', 'ever', 'shrinking', 'majority', 'like', 'notdemocracy', 'served', 'go', 'ny']"
6123,sarc,"['yes', 'republicans', 'hypocrites', 'the', 'government', 'right', 'emoticonxrolleyes']"
6124,sarc,"['gee', 'isnt', 'emoticom', 'properly', 'describes', 'lunacy', 'that', 'represent', 'oh', 'wait', 'heres', 'one', 'emoticonxbouncer', 'heres', 'another', 'emoticonxchicken']"
6125,sarc,"['mutilate', 'son', 'maybe', 'you', 'should', 'listened']"
6126,sarc,"['dont', 'care', 'respect', 'utter', 'nincompoops', 'im', 'happy', 'tolerate', 'dont', 'expect', 'to', 'laugh', 'them']"
6127,sarc,"['oh', 'agreeprivate', 'security', 'companies', 'answer', 'republican']"
6128,sarc,"['going', 'go', 'urinate', 'grave', 'well', 'my', 'hatred', 'and', 'vitriol', 'what', 'feel', 'like', 'to', 'black', 'heart']"
6129,sarc,"['yeah', 'parents', 'like', 'westboro', 'baptist', 'church', 'family', 'disowns', 'daughter', '2020', '-', 'youtube', 'christian', 'nutters', 'like', 'call']"
6130,sarc,"['know', 'actually', 'considered', 'much', 'work', 'though', 'i', 'added', 'list', 'things', 'to', 'i', 'retire', 'that', 'of', 'course', 'assuming', 'that', 'turned', 'things', 'around', 'i', 'likely', 'too', 'busy', '``', 'holding', 'fort', ""''"", 'the', 'hordes', 'of', 'starving', 'yuppies']"
6131,sarc,"['attempt', 'irony', 'easy', 'north', 'americans', 'understand']"
6132,sarc,"['evidently', 'include', 'qualifiers', 'ignore', 'anyway', 'i', 'never', 'claimed', 'you', '``', 'said', 'hurdle', ""''"", 'the', 'only', 'hurdle', 'you', 'mentioned', 'earlier', 'posts', 'i', 'quoted', 'two', 'posts', 'care', 'show', 'you', 'mentioned', '``', 'congress', ""''"", 'in', 'those', 'posts']"
6133,sarc,"['tried', 'i', 'say', 'discussion', 'nothing', 'spiritual', 'integrity', 'im', 'amazed', 'able', 'to', 'judge', 'soundness', 'total', 'lack', 'related', 'information', 'regarding', 'my', 'suggestion', 'that', 'you', 'request', 'total', 'refund', 'of', 'monies', 'you', 'of', 'associates', 'may', 'spent', 'tuition', 'you', 'robbed', 'you', 'might', 'also', 'look', 'punitive', 'damages', 'emoticonxbye']"
6134,sarc,"['im', 'interested', 'isnt', 'hitting', 'you', 'want', 'ugly', 'flaming', 'gay', 'cellulite', 'blubber-wench', 'hitting', 'on', 'you', 'three', 'years', 'not', 'or', 'maybe', 'pod', 'whales', 'hitting', 'on', 'you', 'for', 'record', 'gays', 'make', 'normal', 'mens', 'skin', 'crawl', 'not', 'in', 'a', 'good', 'way', 'keep', 'the', 'spiritually-challenged', 'heathens', 'of', 'the', 'mens', 'barracks', 'and', 'out', 'of', 'showers', 'you', 'and', 'the', 'rest', 'of', 'the', 'pro-gay', 'crowd', 'thinks', 'kind', 'of', 'depraved', 'activity', 'ok', 'doesnt', 'mean', 'the', 'rest', 'of', 'society']"
6135,sarc,"['come', 'vor', 'everyone', 'knows', 'french', 'would', 'never', 'fight', 'another', 'countryby', 'emoticonxrolleyes']"
6136,sarc,"['msnbc', 'cnn', '``', 'fair', 'and', 'balanced', ""''"", 'as', 'drunken', 'sailor']"
6137,sarc,"['part', '``', 'dont', 'want', 'penis', ""''"", 'quite', 'understand', 'maybe', 'you', 'one', 'wants', 'a', 'penis', 'are', 'ways', 'resolve', 'that', 'issue', 'emoticonxrolleyes']"
6138,sarc,"['presume', 'mean', '``', 'non-sequitur', ""''"", '``', 'absolutely', ""''"", 'nevertheless', 'youre', 'going', 'to', 'explain', 'and', 'support', 'that', 'assertion', 'thinking', 'person', 'could', 'possibly', 'give', 'any', 'credence', 'youre', 'going', 'to', 'have', 'to', 'give', 'examples', 'scientific', 'evidence', 'and', 'theories', 'that', 'have', 'called', '``', 'fact', ""''"", 'that', 'based', 'nothing', 'a', 'non-sequitur', 'really', 'a', 'debate', 'put', 'or', 'shut', 'up', 'support', 'ignorant', 'assertions', 'or', 'go', 'away', 'way', 'university', 'you', 'earn', 'your', 'degree', 'evolutionary', 'biology', 'i', 'suspect', 'that', 'you', 'didnt']"
6139,sarc,"['way', 'people', 'planet', 'earth', 'dont', 'give', 'xxxx', 'american', '``', 'football', ""''""]"
6140,sarc,"['extra', 'security', 'compliment', 'security', 'already', 'security', 'comprises', 'volunteers', 'armed', 'least', 'volunteers', 'previous', 'experience', ';']"
6141,sarc,"['dude', 'father', 'hospice', 'care', 'my', 'home', 'died', 'think', 'i', 'know', 'thing', 'two', 'none', 'say', 'disproves', 'end-of-life', 'still', 'a', 'scary', 'thing', 'maybe', 'youd', 'stop', 'belligerent', 'about', 'it', 'actually', 'thoughtfully', 'discuss', 'it', 'you', 'might', 'actually', 'find', 'things', 'im', 'saying', 'you', 'find', 'agreeable', 'gasp']"
6142,sarc,"['yeah', 'lesbians', 'emoticonxrolleyes', 'would', 'also', 'mean', 'the', 'end', 'the', 'human', 'race', 'emoticonxgood']"
6143,sarc,"['wasnt', 'aware', 'hairstyle', 'could', 'choose', 'believe', 'believe', 'a', 'god']"
6144,sarc,"['claim', 'pre-existing', 'belief', 'necessary', 'is', 'untested', 'you', 'example', 'an', 'actual', 'non-believer', 'religious', 'experience', 'that', 'made', 'a', 'believer', 'of', 'experience', 'god', 'never', 'appears', 'atheists', 'funny', 'that']"
6145,sarc,"['prone', 'emotional', 'bias', 'controlled', 'greed', 'fear', 'use', 'computer', 'keyboard', 'pass', 'testemoticonxlove']"
6146,sarc,"['jp', 'pointed', 'canadian', 'better', 'believe', 'ill', '``', 'mouth', ""''"", 'opinions', 'kinda', 'difficult', 'forum', 'as', 'dont', 'you', 'think']"
6147,sarc,"['ah', 'lobby', 'burets', 'for', 'chemistry', 'classes', 'im', 'indoctrinating', 'my', 'kids', 'evils', 'iodometry', 'gasp', 'yes', 'stupid', 'sounds', 'its', 'analogous', 'argument']"
6148,sarc,"['hey', 'slim', 'jim', 'exactly', 'spelling', 'errors', 'typos', 'way', 'pray', 'enlighten', 'us', 'wisdom', 'matters', 'little', 'your', 'reasoning', 'and', 'logic', 'why', 'would', 'it', 'matter', 'why', 'would', 'one', 'imagine', 'they', 'wish', 'get', 'away', 'alive']"
6149,sarc,"['value', 'system', 'supports', 'approves', 'kicking', 'of', 'retards']"
6150,sarc,"['words', 'would', 'wait', 'attacked', 'required', 'we', 'vacillate', 'wait', 'nuclear', 'cloud', 'late', 'it', 'amazes', ';', 'utterly', 'amazes', 'me', 'strongly', 'felt', 'the', 'left', 'believes', 'in', 'the', 'good', 'will', 'bin', 'laden', 'and', 'the', 'terrorists', 'clean', 'act', 'amazing', 'bush', 'noooooooo', 'hes', 'always', 'wrong', 'and', 'never', 'right', 'isnt', 'it']"
6151,sarc,"['range', 'limit', '150', 'km', 'the', 'iraq', 'survey', 'group', 'said', 'flew', 'plus', 'comments', 'the', 'missiles', 'couldnt', 'possibly', 'wrong']"
6152,sarc,"['didnt', 'believe', 'i', 'didnt', 'disbelieve', 'i', 'hoped', 'like', 'i', 'said', 'need', 'open', 'to', 'possibility', 'you', 'believe', 'god', 'refuse', 'to', 'be', 'open', 'to', 'the', 'possiblty', 'otherwiseall', 'i', 'say', 'is', 'i', 'hope', 'you', 'find', 'peace', 'bmw', 'in', 'your', 'big', 'house', 'your', 'carer', 'your', 'boygirlfriend', 'your', 'wifehusband', 'your', 'sondaughteryour', 'small', 'little', 'life']"
6153,sarc,"['perhaps', 'problem', 'shortage', 'fiber', 'diet']"
6154,sarc,"['actually', 'getting', 'entertainment', 'value', 'ww', 'lack', 'of', 'knowledge', 'along', 'his', 'attempts', 'others', 'bothered', 'his', 'ignorant', 'banter', 'please', 'let', 'know', 'and', 'i', 'stop', 'forcing', 'to', 'give', 'answers', 'subjects', 'obviously', 'clue']"
6155,sarc,"['replaced', 'less', 'clonewhy', 'people', 'beg', 'dearly', 'to', 'be', 'ruled', 'whoopie', 'old', 'slave', 'master', 'be', 'replaced', 'with', 'another', 'im', 'beside']"
6156,sarc,"['well', 'thats', 'fine', 'dont', 'really', 'listen', 'lunatics', 'insult', 'much', 'either']"
6157,sarc,"['course', 'documentation', 'of', 'darwin', 'laying', 'plan', 'to', 'weasel', 'evolution', 'classrooms', 'to', 'oust', 'theism', 'right', 'youre', 'making', 'shocking']"
6158,sarc,"['yeah', 'renaissance', 'right', 'back', 'dark', 'ages', 'holes', 'the', 'last', 'time', 'you', 'charge']"
6159,sarc,"['naaaaa', 'actually', 'makes', 'sound', 'quite', 'saneim', 'denying', 'woman', '``', 'right', ""''"", 'sex', 'wants', 'ways', 'sex', 'without', 'getting', 'pregnant', 'im', 'sure', 'youd', 'agree', 'it', 'actually', 'makes', 'sound', 'like', 'you', 'are', 'desperately', 'hanging', 'to', 'the', '``', 'right', ""''"", 'to', 'take', 'innocent', 'life', 'you', 'dont', 'want', 'to', 'inconvenienced', 'bizarro', 'world', 'you', 'might', 'be', 'right', 'not', 'in', 'reality']"
6160,sarc,"['thanks', 'clearing', 'usamp1980emoticonxgood', 'suppose', 'mean', 'that', 'unnecessary', 'laws', 'create', 'criminals', 'simply', 'laws', 'exist']"
6161,sarc,"['mean', 'dog', 'cigarette', 'took', 'drag']"
6162,sarc,"['going', 'need', 'to', 'specific', 'buckwheat', ':', 'exactly', 'you', 'deduce', 'think', 'i', 'much', 'better', 'you', 'please', 'be', 'brief']"
6163,sarc,"['lol', 'daewoo', 'welcome', 'wrong', 'club', ';', 'members', 'include', 'jet', 'phds', 'college', 'textbooks', 'agree', 'dark', 'skin', 'absorbs', 'less', 'light', 'do', 'you', 'think', 'lighter', 'skin', 'absorbs', 'light', 'and', 'thus', 'conveys', 'and', 'advantage', 'the', 'cold', 'dark', 'north']"
6164,sarc,"['already', 'screwed', 'you', 'decided', 'cover', 'country', 'radioactive', 'dust', 'depleted', 'uranium', 'real', 'bitch']"
6165,sarc,"['business', 'a', 'private', 'citizen', 'govt', 'levy', 'different', 'taxes', ':', 'business', 'is', 'activity', 'yes', 'doing', 'business', 'a', 'corporation', 'subjects', 'restrictions', 'a', 'corporation', 'must', 'work']"
6166,sarc,"['gosh', 'little', 'lateanyhow', 'comrade', 'p', 'isnt', 'anything', 'humorthats', 'put', 'himehdo', 'think', 'even', 'a', 'clue', ':', 'p']"
6167,sarc,"['somewhere', '10', '20', 'million', 'gay', 'people', 'america', '10000', 'is', 'small', 'minority', 'yes', 'and', 'even', 'article', 'admits', 'number', 'is', 'unsubstantiated', 'aa', 'lying', 'jesus']"
6168,sarc,"['look', 'whos', 'talking', '-', 'bird', 'brain', 'thinks', 'sodom', 'gomorrah', 'morality', 'ahem', '``', 'progressive', ""''"", 'is', '-', '1500', 'bc', 'yeah', 'right', 'mr', 'progressive', 'lol', 'emoticonxchickenemoticonxchicken']"
6169,sarc,"['makes', 'plan', 'total', 'failure', 'nothing', 'like', 'forcing', 'a', 'bakery', '10', 'employees', 'pay', 'insurance', 'to', 'cause', 'to', 'eat', 'food', 'lion', 'bread', 'far', 'as', 'tell', 'this', 'plan', 'took', 'worst', 'current', 'system', 'the', 'worst', 'of', 'single', 'payer', 'and', 'combined', 'accurate']"
6170,sarc,"['wonder', 'people', 'call', '``', 'republicans', ""''"", 'racist', 'women', 'hating', 'bigots', 'hint', ':', 'comments', 'like']"
6171,sarc,"['best', 'school', 'system', 'although', 'the', 'mayor', 'nice', 'car', 'hear', 'emoticonxclown']"
6172,sarc,"['well', 'proven', 'yoruself', 'man', 'brain', 'sure', 'definition', 'that', 'given', 'was', 'the', 'one', 'that', 'scientists', 'use', 'the', 'layperson']"
6173,sarc,"['irony', 'bushie', 'making', 'statements', 'removed', 'totalitaran', 'dictator', 'matched', 'colour', 'joke', 'about', 'making', 'the', 'us', 'a', 'one', 'party', 'state', 'lost', 'anyone']"
6174,sarc,"['guess', 'bad', 'thing', 'make', 'wife', 'cry', 'republicans', 'make', 'hatefilled', 'statement', 'attack', 'gay', 'lesbian', 'americans', 'and', 'is', 'ok']"
6175,sarc,"['must', 'like', 'wear', 'boots', 'texas']"
6176,sarc,"['well', 'claim', 'you', 'give', '95', 'americans', 'tax', 'cut', 'youd', 'par', 'jesus']"
6177,sarc,"['put', 'confidence', 'articles', 'written', 'partisan', 'plebes', 'using', 'unsupported', 'irrelevant', 'links', 'make', 'printed', 'text', 'pseudo-intelligent', 'imagine', 'you', 'holding', 'in', 'serious', 'debate']"
6178,sarc,"['sure', 'keep', 'thinking', 'way', 'never', 'mind', 'millions', 'put', 'pocket', 'someone', 'else', 'put', 'thimble', 'size', 'brain', 'case', 'almost', 'empty']"
6179,sarc,"['easy', 'people', 'lazy', 'work', 'for', 'living', 'to', 'protest', 'order', 'to', 'get', 'others', 'to', 'pay', 'bills', ':', 'p', 'psssst', 'know', 'initiators', 'members', 'of', 'the', 'christian', 'group', 'called', 'the', 'burning', 'bush']"
6180,sarc,"['well', 'people', 'say', 'split', 'personalities', 'hacking', 'forums', 'software', 'isnt', 'hard', 'get', 'two', 'users', 'maybe', 'i', 'maybe', 'im', 'emoticonxcensored']"
6181,sarc,"['proposing', 'death', 'panels', 'you', 'think', 'euthanase', 'elderly', 'should', 'we', 'simply', 'stop', 'social', 'security', 'payments', 'healthcare']"
6182,sarc,"['always', 'thought', 'it', 'blended', 'paganchristian', 'holiday', 'emoticonxconfused']"
6183,sarc,"['wrong', 'blog', 'i', 'thought', 'religionemoticonxconfused']"
