,class,text
5634,notsarc,"Oh, is THAT where you are getting your information? The Biotic Message? I read the book tens years ago and eventually sold it because it wasn't worth keeping. You do know that it is a book on biology written not by a biologist, but by an engineer. Right? Walter Jame ReMine is a mere engineer of some sort, and has no degree in biology. And biologists strongly argue against his claims. PS: I even had a few exchanges with ReMine when I was posting at ARN. I argued against him, even though I was an IDist at the time, because he was not being truthful."
5635,notsarc,"And if you rewind a little over 40 years, the exact same thing could be said about interracial marriage.Archie's reply is a non-argument, and false at that.Multiple other groups state discrimination in marriage, but there are LEGITIMATE STATE INTERESTS prohibiting their marriage.Little things like child rape, lack of consent, and other issues."
5636,notsarc,"You couldnt be more wrong. Our goverment was built on the word of God. Its ALL OVER our founding documents. George Washington was quoted to say ""You cannot call yourself an American and subvert the word of God."" Your only argument can go back to the sep.of church and state. Which is new compaired to when our laws were drafted. So not always... just unfortuanatly now. Which is a BIG mistake by the way and could be the downfall of our country. Try again..."
5637,notsarc,And why do you pick that point? What makes fusion an individual? It doesnt start growing just because it was fused into a cell.
5638,notsarc,Finally someone answered the question. Thanks. I thought it might be the government.Does your government attempt to do this?What do you think about other democratic nations that have citizens that are less armed? Do you think that they're in danger - or is it only the American government that's out to do this?
5639,notsarc,"No, it's often an emotional show. They choose their families based on submitted videos, usually from families with one or more physically challenged members, then they build them a house to fit their needs.There was one in particular with a blind autistic boy who loved to swing. The joy on his face when he got the new swing would make any sensitive person weep with joy for him. There was another about a deaf couple whose new home included and lot of strobe light signaling systems.BTW, alcohol is a depressant! emoticonXWow"
5640,notsarc,So a theory was revised... does that mean that it was wrong afterwards?
5641,notsarc,"Exactly so.
 
 Pro-choice people would not impose their values on anyone; profetallifers would impose theirs on every woman of child bearing age.emoticon_angry"
5642,notsarc,"Yes, it recognizes there will be religion in our country, it allows all to follow which ever religion suits that individual as long as it does not impose upon others who do not follow that religious system. Our constitution allows for dissent, opposition and opinions. It actually requires such dissent in order to come to conclussions which would serve everyone equally. If for some reason there is a practice which excludes certain individuals from the protections of the law, then it needs to be challenged."
5643,notsarc,"No, thats not right. Evolution only deals with the diversification of life, not its origins, and most certainly not the origin of the universe.As typically defined, evolution is descent with modification -- or in equivalent population genetics terms -- change in allele frequency in a population over time."
5644,notsarc,"What you must realize is that is the case for evolution as well, we don't have enough evidence to know; this is common in science but it is only the political drive of Darwinism that found that state unacceptable. (you don't see them teaching kids about black holes and unified field theory because we don't know much about it)"
5645,notsarc,"Actually, creation explains nothing. Evolution is an observation that is explained by theories that explain why populations of animals change. One explanation is the theory of natural selection."
5646,notsarc,"It can't come up with evidence if it's suppressed from future generations. Until you can show that happenstance origins are science, you have no basis to declare that intelligent design is not science. I agree that I haven't shown how ID has a potential advantage to the political corruptness of today's scientific community, but I've shown it's potential advantage to our society. I've shown how thinking is involved with it, the type of thinking involved in any school class involving philosophy, which you said science classes should have."
5647,notsarc,"I think this is a fair conclusion. I went as far as I did because of what it seems to say about the governor calling for a joint session. I may be wrong, but the text seems to instruct the governor to keep them in joint session until final action is taken. In other words, it doesn't appear that the governor has an option. And it does not seem that the Constitution allows for a legislative session that never ends. I'm not sure how else to square the two except that the legislature should pursue final action. Of course, as you have pointed out, it really is hard to speculate on this one without any historical context of the amended Amendment Process, and/or the relevant legal precedent surrounding it. Any thoughts on this?"
5648,notsarc,"Well, it seems to me that if you have a reflex it means you have an at least partially developed and functional nervous system which would tell me that you can feel pain."
5649,notsarc,"Wow, I think this is the first time I've ever heard anyone claim that the pro-choice movement is for the sake of the child. Sorry, you aren't even close. I don't know a pro-choicer period that would say it's for anything other than the sake of the woman."
5650,notsarc,"But evolutionary theory doesn't claim that species arise in a single generation. How does it make your point to argue against claims that evolutionary biologists don't make? In fact, is it honest to misrepresent evolutionary theory?"
5651,notsarc,"There are precious few areas on the planet that have not been explored. Those that haven't would not support the kinds of life we are talking about. There is no evidence of any interim species of apes and humans. Not one shred. Those items in the fossil record that are claimed as possibles are only possibles, are dubious at best, and are extremely rare. A recent study also showed that most characteristics of supposed alternate species of hominids were well within the variation seen in current homo sapiens. The point I was making is that if they existed we would see them."
5652,notsarc,"You may have missed the context from the other thread I referred to.The point I made is that the unlikeliness of a Presidential signature did not stop Senator Obama from voting in favor of a required Iraq troop withdraw timetable. The promised veto threat didn't matter in this instance. He was ""standing on principle."" Well, same would apply for his newfound views disfavoring DOMA as well in my view."
5653,notsarc,"Well, I'm not sure if he consumed alcohol or not, but his doctor gave him daily ""vitamin"" shots that contained vitamins as well as amphetamines and maybe other drugs that doctors at the time thought were mentally beneficial.And I've never heard of him being a vegetarian. I saw some show that talked about his voracious apetite, but I don't think they mentioned his being a veggie."
5654,notsarc,"If a God exists, then God is as God is."
5655,notsarc,I think that scientists don't work with religion and religion has no place in science class.
5656,notsarc,"Because of my rH factor I have had several spontaneous abortions. I have never needed to have an induced abortion.
 
 I am very sorry to note that I felt not a whit of regret over my abortions. I had more important things to attend to."
5657,notsarc,"Actually the Alan Guttmacher Institute is quite reputible. They have their own web site. Check it out. Also, why would a site called ""womens issuses"" be in valid?"
5658,notsarc,"No when talking about the ark, I like to agree on what we are talking about when using the term kind. And I like to give the person that believes in the flood the opportunity to define it. That includes whether they think dinosaurs and other extinct animals were on the ark. So Im interested in how you define kind and your opinion on the dinosaurs and others."
5659,notsarc,"maybe firstly you should explain how god works? In what way does he manupilate matter in defience of the laws of physics, where does he dwell, how can we not observe such a being? And all the other questions of the supernatural. The theory of a god is actually a lot, lot more complicated than evolution as you have to explain *how* God works to get even basic science points."
5660,notsarc,When is wealth redistributed on a whim? The NHS is one of the few good things to come out of WWII and is the mark of a fair society (if you ask me). Restricting health-care according to wealth is despotic....
5661,notsarc,"You know, I heard that from my mom last week. My parents moved to Arkansas when my dad retired a few years back. Mom thought it was amusing and disgusting that the state she moved to would have voted in such an alarming manor yet takes no measure to secure the marriages they already have. Ironic indeed."
5662,notsarc,"I guess I should ask why you think the ""less evolved"" chimpanzee should have gone exinct?What happened is that common ancestor to chimpanzees. for some reason, was divided into at least two populations which did not come into contact with each other much. One population evolved into the modern chimpanzee (a forest animal), and the other into modern humans (a savannah animal)."
5663,notsarc,So you're accusing me of the thing that your most guilty of? As I remember your posts have been censored several times by admin because you resorted to viscious personal attacks and name calling. And aren't you interested in the truth. Why isn't whether Jefferson said it or not important?
5664,notsarc,"So any long publication must be due to a panic attack? It takes a few minutes to read those posts, but it takes an hour and a half to watch Expelled; does that mean that IDers are having the mother of all panic attacks?Your logic can't even be described as ""tortured,"" marc, because it's completely nonexistent."
5665,notsarc,It did not because it was not clear till the 1970s that horizontal gene transfer was something to be considered. Nobody knew the mechanism till that era. And of course HGT is just another form of variability to be taken into account.
5666,notsarc,"Your right, this is not complete free will. But as I mentioned before, if you give yourself free will, then you are saying God has no control over you or your actions -- and therefore he is not God anymore."
5667,notsarc,"From my first post, starting with the quote from the religioustolerance website;"
5668,notsarc,"That's a bit of a sidestep. Abortion is not genocide because abortion is not destruction of a certain group of people based on race, religion, ethnicity, etc. There is no way to make a case for abortion being genocide without making capitol punishment qualify as genocide. Frankly, I think it's easier to do the latter (yet most pro-lifers are also pro-death penalty).If you want to make an argument, then make an argument. But don't call abortion genocide; that's just dumb."
5669,notsarc,"Any belief system is a religion loosely defined. I'd like to know how you think rights are afforded to born persons if not by a belief system or at the very least a belief in natural rights. Either way, that doesn't address the point I had. If I can't impose my beliefs on you then who you are to impose your belief of me not hurting chemist99a?"
5670,notsarc,"This is why the title is ""God exists!!! (but he's not who you think he is). It's a funny proof which I don't think Christians would agree this definition was God. But basically it's saying that take the set of all human beings. Call the greatest God. God exists.Not only that, but the final conclusion is one of the premises. The proof is one big circle :)"
5671,notsarc,"She could, but not all do :) Despite the fact that it works, there are still unwanted pregnancies :) That doesn't change the fact that a pregnancy would not be pleasant to a woman who does not want to be pregnant :)Forcing pregnancy by law is a step toward fascism."
5672,notsarc,"1 - It is innacurate. We allow killing in times of war, in self defense, and in state sanctioned executions. So we already have a situation where, when given X mitigating factors, it is justifiable to take a life. It is impossible to say all life is equal, and then to apply that as law. People will be outraged. I know I would be.2 - Objective to who? Who gets to decide how valuable life is? And why should they get to? And who says they are right? The relative value of life works fine, thanks very much."
5673,notsarc,just cause you dont buy it doesnt mean it is not true. that life is sacred does provide a (if not the only) compelling altruistic basis for and responsibility to social justice whether it is actually walked out or not. I think that the fact that it is not really walked out in america proves that the majority of americans are not pro life (including a majority of those who actually claim to be pro life). This doesnt negate the truth though.
5674,notsarc,"But wouldn't the biochemical similarities speak for themselves? That is, does one have to believe that the two specimens (which share biochemical similarities) evolved in order to infer that they will respond similarly to antibiotics? The observable facts of the similarities would seem sufficient (and more scientific?)."
5675,notsarc,"Thats another subject.
 
 In all, you have not answered the OP. The insane suggestion that abortion cannot be murder, because murder is illegal and abortion legal."
5676,notsarc,I have not heard of it before either. Any information that you or other member's can gather on this subject would be of great interest. I will also keep my eyes open.
5677,notsarc,"As Arthur Jones described in the copy/paste in my first post, there are benefits. You have not addressed what it said."
5678,notsarc,"Except several rligious organizations around the country have financed, and gathered signatures to put anti gay marriage amendments on the ballot. They have a religious belief that marriage is between one man and one woman. They have turned this belief into law regaurdless of the religious beliefs of gay people. Any one who has voted yes to place these amendments into state constitutions because they have a religious belief that excludes gay people from marriage has also imposed those religious beliefs upon gay people. In short I have been barred from marrying the person I love because someone else, that I do not know and who does not know me, has some sick religious belief."
5679,notsarc,"So then if I owned a business or a piece of property I could then refuse to sell or accommodate fundamentalist anti gay Christians and ""That it has been ""open to all for years"" carries no weight whatsoever."" It is my property and I don't like the immorality of fundamentalist anti gay Christians."
5680,notsarc,"So they had guns that could shoot down planes even before they had planes?
 Their primitive muskets were that powerful? I am not that easy to fool!"
5681,notsarc,"Because of the history of it. Well, ID is actually identical to 'scientific creationism', but spruced up with more scientific terminology to attempt to pass 'seperation of church and state'. Let's just say that I.D. is an attempt to teach Creationism in school."
5682,notsarc,"""Ready to go"", in the sense that living things are equipped with a means of making small errors which are used by natural selection to make new structures.Barbarian, regarding mutations:There is a lot of that. Many mutations are recessive and a population over time accumulates a lot of genetic variation that can become useful if the environment changes. The founder population of lizards, for example, could have had at most, 20 alleles for any gene locus, since each lizard can only have 2. The new ones evolved by mutation. Sometimes, we can even observe that happening, or trace the mutation back to a known ancestor. Would you like to learn about it? ."
5683,notsarc,"Just a couple points of clarification...
 
 o It may grow into post-birth human person. It may not. 
 
 o It can already be considered a human child before birth by commonly accepted definitions of the word 'child.'"
5684,notsarc,"Do you see cops driving down the road, going over the speed limit, turning on their lights during rush hour to get to their exit which is just a little ways ahead and then turn their lights off after they exit the highway. People who enforce the law think that they are better than the law, and don't have follow the law, even if they enforce the law, or make them, i personally think that is Bull****!!!"
5685,notsarc,Prove it! Prove that there would be no rooted trees at all within the sedimentary layers at all. And prove that there would be no tracks or burrows or evidence of plant life as we find. In fact we would expect to find all of those things as evidence that this event was fast and cataclysmic in order to find all of these things together in the same areas.
5686,notsarc,"Religious faith, by definition, is a ""jump in the dark"" and there is really little(if any) common intellectual ground on which Creationism and ScientificMaterialism can meet. In principle, given adequate evidence etc., there isnothing in the material world that cannot be explained by Science. Butsomeone who has, so to speak, already jumped into the dark cannot see this.The most interesting questions that a supernatural account of human life can raise are concerned with the evolution of law, morality, social conventions,aesthetic sensibility and such like."
5687,notsarc,"Because some restrictions that might pass constitutional muster, don't amount to an outright ban. How would impossibility ever be considered constitutional?"
5688,notsarc,"Actually it is the creationists who don't know what they are talking about. If they wish to talk about cosmology, then by all means talk about it. Just don't pretend that anything discusses has any bearing on evolutionary theory."
5689,notsarc,"Nothing. ""T. Kennedy"" is an alias of a known terrorist."
5690,notsarc,"Yeah, it does have risk unlike the embryonic stem cells, but I think that if it comes out the way they hope, it will eventually lead to more embryonic uses as well when people realize that this can have risks. I think it is good to have this way as a back up while people argue over the use of cells that would otherwise be disposed, and get some treatment to people who need it rather than letting it be denied to them by anti-abortionists. And yeah, it's pretty much guaranteed that someone will find something to object about, claiming it is immoral (maybe it will now be that these stem cells are potential human life and we can't use them emoticonXRolleyes ), but it will likely not have as many objections."
5691,notsarc,"I think even the Court knows that the Fourteenth was not well crafted, at least in terms of forsight. However, once it was ratified the Court really had no choice but to try to work it into the legal landscape.Certainly State power needed to be curtailed to stop such institutions such as slavery, but I don't think restructuring how the entire Constitution works was the right move."
5692,notsarc,"actually i have a fuzzy theory on how the water on the earth could actually cover land. most scientist agree that the 7 continents were at one point one single flat super-continent (gondowaland, i think). after the continent sections drifted apart, only then did the himalayas and other major mountain ranges and ocean gorges formed. so it could have been possible that all land mass could have been covered by a heavy enough global rain shower, at least until it all drained off. however, scientists argue that this supercontinent existed millions of years before noah, so yall can scrap that idea...unless the scientists were wrong and the continental split happened quickly, while the earth was under water...nevermind... like i said, a fuzzy theory"
5693,notsarc,"Why not read
 ""The Science of Consciousness&#8212;The Next Scientific Paradigm"" by William A. Guillory, Ph.D.
 which states in part...
 ""The Science of Consciousness is essentially the study of the non-material world. It is the study of metaphysical pheno"
5694,notsarc,"""Usually, ""rationality"" is a Humpty-Dumpty word, that means whatever the user finds is convenient to club his opponents with.""http://world.std.com/~mhuben/skept/rationality.htmlKnowledge itself is a limited commodity. To make a claim that everything is knowable is a statement that is impossible to prove; Scientism makes this claim. Closely related to it is Objectivism.""Scientism, in the strong sense, is the self-annihilating view that only scientific claims are meaningful, which is not a scientific claim and hence, if true, not meaningful.""http://skepdic.com/scientism.htmlRecommended Reading:""Why People Believe Weird Things: Pseudoscience, Superstition, and Other Confusions of Our Time"" by Michael ShermerNot only does it include creationism, :) but also the philosophy of Ayn Rand (Objectivism)"
5695,notsarc,"Your statment is like saying we evented 2+2= 4. We did not envent it, it aways existed. Same with logic, its a concept that exists apart from the meterial universe. But in the atheists worldview, only the meterial universe exists."
5696,notsarc,So what?   Why should the woman be forced to care for this child against her will?
5697,notsarc,"No. We don't agree. For one thing your faith isn't a theory. Creation as described in Genesis is a myth, in fact, two myths. Furthermore, a scientific theory doesn't mean ""wild guess with no foundation"". That seems to be what you want the word to mean. In science a theory is an explanation for observed facts that has been tested. You see, a theory is predictive. I'll give you some examples of scientific theories. The germ theory of disease, the theory of gravitation, the heliocentric theory, tectonic theory, atomic theory.   Moreover, you are wrong that science cannot observe actual evolution of life. It is done all the time. While it may be debatable that a virus is alive, the recent case of SARS making the jump from civets to humans after a mutation is evolution."
5698,notsarc,"Whatever, people lying by saying that they lost their jobs because they said they believe in Intelligent Design? Good? Bad? Utterly predictable?   http://www.expelledexposed.com/index.php/the-truth"
5699,notsarc,You may be correct. My point still stands. Simone's argument is wholly based on stereotype.
5700,notsarc,Warm today near 80f. Not a cloud in the sky.
5701,notsarc,"http://www.nytimes.com/2009/03/03/science/03angi.html.   I've had three children, which gave me an opportunity to observe intimately the development of infants. Also, I worked with emotionally unstable children aged 3 and older, and observed what a delightful species the three-year-olds are. At that point, infants have progressed from the largely self-involved awareness of the 24-month infant as the developing human deals with the problem of separateness and, as a result, issues a robust declaration of independence. No! No! No! are the bywords of a two-year-old. No! I won't! And you can't make me!"
5702,notsarc,"See above. Whether a couple is or isn't monogomous is not for you to determine or worry about. And speak for yourself if you don't mind. This member of the American public's mental health is just fine thank you very much. If gay marriage impacts YOU that much, well that sounds like your problem."
5703,notsarc,"Actually, they are genetic. Our cells have receptors which are triggered by exposure to pathogens; that's how we ""learn"" to fight off a disease. And not everyone has the same receptors, which ones you posses is a genetic trait. It's one of the reasons that Native Americans were so vulnerable to European diseases, they hadn't evolved the receptors that would have enabled them to build up defences against the diseases the Europeans had lived with for generations. If your hypothesis was correct we wouldn't see different populations having different reactions to the same disease."
5704,notsarc,"Same place. Australia.   That, after 5 or 6 thousand illegal guns were just handed in during the last in a series of never-ending amnesties."
5705,notsarc,"You keep claiming that, but you never reference it. I'd like to see sources and names. Just because evolutionary sources don't claim to be engaging in a PR exercise doesn't mean they aren't doing it. There is plenty of evidence of it, even if they don't honestly admit it."
5706,notsarc,"Oh, I don't know about that. March of the Penguins was a box office success ANF an Oscar winner for best documentary.   Calling any of Moore's movies ""a documentary"" requires one to employ some artistic license with the term and some slight of hand."
5707,notsarc,Jake good try at manipulating scriptures. Jesus is all about family values. The point of thsoe scriptures is that His gospel is above everything else. The only thing that comes before family is GOD. He loves families but won't let a family bring someone down. The US rescues kids from bad homes too because to be in an enviroment that is detrimental serves no one.
5708,notsarc,Kronus said this was a win for science. He never mentioned that religion was discredited- never mentioned religion at all. Religion and science are utterly unrelated. Why would you make that connection?
5709,notsarc,"There is just one thing however. The coelacanths found are different from those in the fossil record. Further, ALL evidence pointed to them being extinct, until we found other evidence, and we changed it. And, to top it off, the article says NEARLY extinct, not COMPLETELY. Although, this article was of course written after the coelocanths were re-discovered. Of course, this has absolutely nothing to do with the theory of evolution, which explains the mechanisms responsible for the change of allele frequencies in populations over time."
5710,notsarc,"Take the high road Ethmi, prove him wrong with the legislation itself. Bill number, name, text of the legislation, a link, etc. anything to prove it's there and that he's wrong."
5711,notsarc,Matt and I go way back. We've been oil and water for years.
5712,notsarc,I see. So you can't give an example of a dinosaur being dated with carbon 14. None of us thought you could.
5713,notsarc,"Well, you know what happens when they try to eliminate waste. The opponents start screaming that the government is ""rationing"" health care.   In any case the inclusion of the 40 million uninsured wil be financed mostly by waste elimination. At least it is a start. The status quo is untenable.   The essential point here is that the universal healthcare systems in Europe, Japan and Canada deliver MORE healthcare for less money. It is not the case that in Canada, healtcare is in short supply because the government is rationing it. They are ahead of us in all metrics except waiting time for non-essential surgery. One example is the waiting time in emergency rooms as some of us have actually experienced. We may not be able to achieve the same efficiency overnight but we have to stop putting our head in the sand."
5714,notsarc,"Wait, an ad hominem that even skews the stats?   You could at least compare monthly to monthly, or yearly to yearly.   You could point out that his modifications decreased his energy consumption.   You could tell us whether that number included time while renovations were taking place, if you even knew.   You could clarify whether this compensates for natural gas, propane, or heating oil usage.   You could explain whether the amount ""burned through"" is from the grid alone or also includes the non-impacting solar and geothermal contributions.   But doing so would require not being a rightwing parrot."
5715,notsarc,"Oh, really? Does that mean that pesticides will be OK on marijuana plants? NO."
5716,notsarc,http://www.wistv.com/Global/story.asp   Racial hatred and more racial hatred and more racial hatred!
5717,notsarc,"So funny... Like others have pointed out, this dialogue has nothing to do with evolution. It's a ridiculous story otherwise as well...   1. How many secular teachers talk about God in class? I've never had a teacher in any of the secular schools I went to say anything about God, for fear of the controversy it would create. Teachers live in fear of controversy, they don't want to get fired. I think this idea that non-Christian teachers try to convince students that God doesn't exist is a fundamentalist paranoid fantasy.   2. How many atheists use the ""you can't see it so it doesn't exist"" argument? very few. They will use the ""there is no evidence so I don't believe you"" argument, but that has nothing to do with whether Timmy can see teacher's brain."
5718,notsarc,"I think you do not know what you are talking about. Your description fits the matter ""god"" you belive in."
5719,notsarc,"Liberal, not Democrat. Believe it or not, there are pro-gun ""thinking"" Democrats."
5720,notsarc,"Well said. Most Americans favor more gun control, but unfortunately this majority of Americans tends not to vote based on the issue of gun control while a very vocal minority composed of gun activists definitely does vote based on the issue. This is something politicians have realized since 1994 so they have been more hesitant to support gun control. There probably will be more gun control supporters in office in the coming years but I'm not sure how much this will change things."
5721,notsarc,"well, based on this argument, why shouldnt we kill mute, paralysed, vegetable, comatose, and very very drunk people, since they all cant think, or if they can they cant communicate that they are thinking. How about new-born babies that dont know anything? how about retarded children?   you are fooling yourself if you think that women undergo abortions because they dont like that particular ""part of their body"". women undergo abortions because they dont want to raise the child when its born. until you face that truth, you'll be arguing under a dellusion"
5722,notsarc,"Well, I would call it a formalized set of rules and procedures for evaluating the validity of propositions. How does that relate to a dogma with a higher refresh rate?????"
5723,notsarc,"Did I say that? No.   I blame a society of judgemental, unintelligent people. Nothing to do with how you view abortion or reproductive rights."
5724,notsarc,That's incorrect. The Constitution begins with Article 1 which does not contain the Bill of Rights. The Constitution contains seven articles which are followed by the Bill of Rights and the rest of the amendments. If you really are from England as you claim then I guess your lack of knowledge about the American Constitution is understandable.
5725,notsarc,"You bring up a very interesting point.   All those state level marriage amendments which were voted on also made civil unions illegal as well. When polled, residents in those areas were actually unaware that the amendments also outlawed civil unions.   So, not only are the anti's disingenuous as far as what they promoted, but were so in HOW these amendments were promoted."
5726,notsarc,"**   Silly thinking. Evolution is a natural phenomenon that requires explanation; it explains nothing, it simply is what it is, i.e., a plain fact of life. It is an effect, not a cause, and except among some darwinian true-believers, effects are never their own causes. In this particular instance certain organisms we call eubacteria have evolved inter- and intra-cellular communication systems--a phenomenon not found in, say, grains of sand or salt or the various molecules, atoms, quarks and other 'things' that 'bits of stuff' can be reduced to by materialist/mechanist darwinists.   **   Forgive me, but I'm the one laughing now!! That you find this behaviour non-indicative of intelligence only points to a certain lacune on your part as far as that quality is concerned.   **   Sorry, just can't stop laughing. Foolish words do that to me every time."
5727,notsarc,"it is no ""story""........i am debating on the whole evolution thing... look at the facts. so many great ppl, physics people, niels bohr, he was for evoulution, then he found out all of the facts that it is junk, so he became a christian"
5728,notsarc,"But what you are being challenged to do is to give some evidence for the idea that the world was created less than 10,000 years ago.   In other words, ""If Genesis-style creation were true, we would expect to see (fill in the blank)."""
5729,notsarc,"Actually, you gave (and misspelled) one of the common names given to the fossil, ""Turkana Boy"" It is also sometimes called ""Nariokotome Boy"". But the real designation of the fossil is KNM-WT 15000 and any knowledgeable discussion of that fossil will refer to it as such. That fact, by the way, is how I know that Turkana Boy and Nariokotome Boy are one and the same fossil."
5730,notsarc,I don't know if you ever heard of the UK Poll Tax but I could have seen myself protesting by non-payment against such a grotesquely unfair system of taxation had I been of the age to do so.
5731,notsarc,And so have animals. Plants have been wiped out in the great extinctions too.   [quote]Carbon dioxide producing animals could even feed themselves with their own breathe![/quot]   Huh? You produce carbon dioxide. How do you propose to feed yourself with that?
5732,notsarc,"And religious folk in the south used the Bible to justify enslavement of thousands or millions of blacks, and also to justify their treating blacks as mere property. I suppose (but am not familiar enough with all of the details to know for sure) that some even used the Bible to justify linching blacks."
5733,notsarc,There's a distinct difference... so what? No baby at any age can live outside the womb. It still needs care and attention like any other. This difference in age doesn't mean anything.
5734,notsarc,"Didn't supersport openly admit he could not prove his own beliefs in divine creation?   For all his dishonesty, you have to admit he's more honest and forthcoming then Marc or AA have been."
5735,notsarc,Is that not agnostic? You leave yourself open to change if evidence dictates it.   Sorry if this is just turning into word games.
5736,notsarc,"Technically, all syllogisms need two premises, first of all.   ""Step two"" and ""step three"" were a dilemma, not separate steps. Learn to read.   Dilemma:   You only read Scenario 1, which was:   step two -God can create a rock he cannot lift -   Step three - God cannot lift the rock   conclusion - God is not all powerful   Scenario Two was   - God cannot create such a rock   - Therefore, there is something God cannot do   - Therefore, God is not all-powerful   The only case in which God could truly be all-powerful is if he can somehow both create an unbreakable rock and then break it, which defies the Law of Non Contradiction and is thus absurd. Thus, the notion of all-powerfulness, which leads to such a notion, is also absurd."
5737,notsarc,"I think you need to look up euthanasia, and not only for the correct grammar. Those examples are not euthanasia. Abortion is not the same thing as euthanasia.   Why don't you just say what is on your mind, rather than setting these ham-handed traps you hope someone will fall into? It is clear what your opinion is. If you have something to say, by all means express yourself."
5738,notsarc,"Every relationship does entail moral obligations in one way or another, but the argument is that there is no relationship that morally obligates one to share ones body. They are trying to generalize 'moral obligations' as if that justifies anything. There are things that cannot be morally obligated, no matter the relationship, so the argument tries to prove."
5739,notsarc,"You mean, the perpetrator is convicted and the defender acquitted? Yes, that's the rule and not the exception. Notice here how no-one ended up dead, or even particularly seriously injured. Additionally the circumstances described are incredibly rare, that's why it makes the news."
5740,notsarc,"So sorry; I have a friend who works and lives in the D.C. area, but he has residency in Mass., because he owns a home there. And he was able to be married only because he owns a home there ?"
5741,notsarc,It varies. Sometimes elementary/middle school kids and sometimes older minors like high school kids. I not talking about gangbangers if this is where you're going.
5742,notsarc,Oh dear God your ignorance is abundant!   Do you not understand what the federal DOMA law does?
5743,notsarc,I say that you need to take into consideration the number of criminals that'll disregard the lock and try and break down the door anyway. That's why smart people don't rely exclusively on locks and security systems for their own protection.
5744,notsarc,"Proof that evolution is ""right"" is not necessary to prove that Genesis is not science. Genesis is an inspired poem, and contains truth in its message, but it is pretty obviously a work of poetry, like a song. Look at the repetition, and all the metaphors! Poetry does not imply fiction. THere are many historically valid poems. Plus, when read figuratively, Genesis poses no conflict at all with science.   Evolution is not the only science that demonstrates Genesis can not be read literally. What about the speed of light from the stars, geology, genetics, comparative embryology, etc. The only stumbling block between science and faith is a strictly literal interpretation. For most of us Faith and science work together!   see: songofgenesis.org for more detailed information."
5745,notsarc,"Actually, I don't have any respect for creationism in most of it's varied forms. I have had great respect for several individual creationists that I have met. But they earned that respect."
5746,notsarc,sinjin - I didn't mean to imply any linkage between your opinions and those of another poster. Apologies.
5747,notsarc,"But let me guess ... if they step down RIGHT after they find they will have to issue to gay couples, you'd be in favor of them being able to be sued for it, simply because the ""discrimination"" in such an event was toward gays? Right? At least if you are consistent with your stance elsewhere in regards to 'timing' ...   Anyway, aside from that inconsistency with your position elsewhere, I agree that county officials should need to comply. After all, there are probably OTHER examples whereby county officials have to do things that they are religiously against, such as issue divorce papers. Or marry some drunk couple that they know aren't really being serious even though they're tying the knot ... If all county officials could just refuse to do their job because of their objections--for WHATEVER reasons--it would be a collosal mess."
5748,notsarc,"Oh? Don't you think that since Jesus said that whosoever so much as hated their brother without a cause is a murder?   Or are you Jewish and don't believe the New Testament? Is that why you say the Bible says nothing about abortion, or just plain killing at all?"
5749,notsarc,"I got an interesting tid bit for you:   http://www.2ampd.net/Articles/difiElitist.htm   First read the text. The anti-gun senator is noted for having the ONLY legal concealed gun in the city of San Francisco.   Also note as a person who carried a concealed gun and still keeps a .357 magnum for protection, that she should KEEP YOUR FINGER OFF THE TRIGGER, until your aming at your target."
5750,notsarc,"Yes, the horror of voluntarily taking orders from someone in exchange for monetary rewards!!   If you hate your job that much, quit. You aren't being oppressed because someone offered you the option to do something. If you don't like it, don't do it. If you hate trade, you can go wander through the wilderness and eat berries and roots."
5751,notsarc,This makes more sense then anything else I've heard on this thread.
5752,notsarc,"To a small extent, this happens already. Oftentimes (21.3%, U.S.), a woman decides to have and abortion because she cannot afford a baby (from here, source). This is in effect removing members of society who are non-productive (babies produce virtually nothing useful until they mature by about 10 years). And poor families are less productive, since they are often on welfare.   Granted, this is a rather harsh perspective, but the effect is the same: In the U.S., there are about (21.3% X 1.31 million) 280,000 less people every year who would have likely grown up in a poor home (assuming the child wouldn't have been adopted). Forced contraception/abortion is seen as an effective way of solving poverty in some parts of the world..."
5753,notsarc,"I don't understand your question. If law-abiding gun owners were overwhelming those who should not have access to guns, those who use guns unlawfully, I would be very pleased.   But, as far as I can see, the only goal of the gunners is to make sure that everyone has a gun, no matter how insane, no matter how stupid, no matter how incapable they may be to own such easy-to-use instruments of death."
5754,notsarc,"No I don't think that tying your tubes is abortion. I only think abortion comes into play when there is actually cells forming to make a baby, and you get them scraped out, or abort a baby before or after the third trimester. Plus I heard that if you tie the tubes, when you decide you want a baby you can untie the tubes, to conceive a baby. But burning is another thing. But unless there is actual cells forming it is not abortion"
5755,notsarc,"And yet the atheist belief system allows for everyone to have their own seperate set of morals. According to the Atheist system, what Hitleror Stalin did was perfectly moral because those atheists believed that what they were doing was moral. Disgusting if you ask me."
5756,notsarc,"What is astounding about it? If we had been aborted, we wouldn't have known anything about it. Untold billions of conceptions have been spontaneously aborted. Do you shed tears for those, too?"
5757,notsarc,"Well, sort of. It isn't necessary, but if you're predicting intelligence from what someone does rather than direct measurements of physical properties, knowing their motivation level might allow you to make more accurate predictions.   Nevertheless even without knowing the subjects' motivations at all, today's generic intelligence tests still have excellent predictive power for success in both school and employment, and are perhaps better predictors for future success than any other method we have (including interviews, personality inventories, aptitude in a particular field)"
